year,week,team,motion_snaps,play_action_pct,,,,,
2020,13,gb,39,0.389,,,,,
2020,13,ten,23,0.292,,,,,
2020,13,hou,23,0.14,,,,,
2020,13,ind,36,0.289,,,,,
2020,13,jax,36,0.227,,,,,
2020,13,kc,48,0.415,,,,,
2020,13,lar,39,0.354,,,,,
2020,13,lv,49,0.061,,,,,
2020,13,mia,48,0.282,,,,,
2020,13,min,38,0.277,,,,,
2020,13,ne,36,0.391,,,,,
2020,13,no,33,0.205,,,,,
2020,13,nyg,16,0.375,,,,,
2020,13,nyj,40,0.269,,,,,
2020,13,phi,27,0.294,,,,,
2020,13,ari,18,0.073,,,,,
2020,13,pit,30,0.019,,,,,
2020,13,lac,26,0.071,,,,,
2020,13,sf,42,0.308,,,,,
2020,13,sea,28,0.229,,,,,
2020,13,wsh,35,0.122,,,,,
2020,14,atl,33,0.229,,,,,
2020,14,bal,41,0.32,,,,,
2020,14,buf,26,0.227,,,,,
2020,14,car,46,0.159,,,,,
2020,14,chi,29,0.417,,,,,
2020,14,cin,34,0.275,,,,,
2020,14,clv,36,0.333,,,,,
2020,14,dal,37,0.32,,,,,
2020,14,den,31,0.429,,,,,
2020,14,det,29,0.25,,,,,
2020,14,gb,31,0.364,,,,,
2020,14,ten,39,0.4,,,,,
2020,14,hou,26,0.189,,,,,
2020,14,ind,28,0.25,,,,,
2020,14,jax,19,0.13,,,,,
2020,14,kc,42,0.297,,,,,
2020,14,lar,31,0.385,,,,,
2020,14,lv,40,0.239,,,,,
2020,14,mia,33,0.302,,,,,
2020,14,min,41,0.326,,,,,
2020,14,ne,20,0.207,,,,,
2020,14,no,26,0.186,,,,,
2020,14,nyg,27,0.219,,,,,
2020,14,nyj,29,0.241,,,,,
2020,14,phi,33,0.233,,,,,
2020,14,ari,28,0.444,,,,,
2020,14,pit,25,0.079,,,,,
2020,14,lac,33,0.289,,,,,
2020,14,sf,61,0.265,,,,,
2020,14,sea,39,0.212,,,,,
2020,14,tb,30,0.261,,,,,
2020,14,wsh,32,0.294,,,,,
2020,15,atl,35,0.308,,,,,
2020,15,bal,41,0.37,,,,,
2020,15,buf,32,0.39,,,,,
2020,15,car,32,0.184,,,,,
2020,15,chi,34,0.636,,,,,
2020,15,cin,24,0.067,,,,,
2020,15,clv,41,0.394,,,,,
2020,15,dal,38,0.167,,,,,
2020,15,den,28,0.257,,,,,
2020,15,det,36,0.316,,,,,
2020,15,gb,33,0.265,,,,,
2020,15,ten,35,0.393,,,,,
2020,15,hou,29,0.239,,,,,
2020,15,ind,32,0.167,,,,,
2020,15,jax,29,0.206,,,,,
2020,15,kc,56,0.373,,,,,
2020,15,lar,33,0.378,,,,,
2020,15,lv,52,0.235,,,,,
2020,15,mia,45,0.393,,,,,
2020,15,min,24,0.211,,,,,
2020,15,ne,20,0.367,,,,,
2020,15,no,20,0.057,,,,,
2020,15,nyg,24,0.242,,,,,
2020,15,nyj,25,0.182,,,,,
2020,15,phi,38,0.26,,,,,
2020,15,ari,28,0.395,,,,,
2020,15,pit,31,0.154,,,,,
2020,15,lac,31,0.364,,,,,
2020,15,sf,60,0.378,,,,,
2020,15,sea,39,0.259,,,,,
2020,15,tb,39,0.229,,,,,
2020,15,wsh,34,0.22,,,,,
2020,16,atl,34,0.256,,,,,
2020,16,bal,41,0.385,,,,,
2020,16,buf,31,0.35,,,,,
2020,16,car,38,0.219,,,,,
2020,16,chi,30,0.405,,,,,
2020,16,cin,28,0.395,,,,,
2020,16,clv,30,0.105,,,,,
2020,16,dal,40,0.219,,,,,
2020,16,den,28,0.224,,,,,
2020,16,det,21,0.086,,,,,
2020,16,gb,39,0.346,,,,,
2020,16,ten,36,0.214,,,,,
2020,16,hou,30,0.265,,,,,
2020,16,ind,43,0.154,,,,,
2020,16,jax,30,0.158,,,,,
2020,16,kc,38,0.289,,,,,
2020,16,lar,37,0.196,,,,,
2020,16,lv,42,0.324,,,,,
2020,16,mia,34,0.289,,,,,
2020,16,min,21,0.302,,,,,
2020,16,ne,19,0.25,,,,,
2020,16,no,34,0.25,,,,,
2020,16,nyg,28,0.255,,,,,
2020,16,nyj,35,0.229,,,,,
2020,16,phi,36,0.262,,,,,
2020,16,ari,34,0.283,,,,,
2020,16,pit,26,0.06,,,,,
2020,16,lac,25,0.314,,,,,
2020,16,sf,44,0.32,,,,,
2020,16,sea,45,0.216,,,,,
2020,16,tb,45,0.205,,,,,
2020,16,wsh,21,0.1,,,,,
2020,17,atl,49,0.244,,,,,
2020,17,bal,57,0.526,,,,,
2020,17,buf,26,0.333,,,,,
2020,17,car,45,0.275,,,,,
2020,17,chi,37,0.395,,,,,
2020,17,cin,28,0.238,,,,,
2020,17,clv,41,0.129,,,,,
2020,17,dal,49,0.208,,,,,
2020,17,den,38,0.14,,,,,
2020,17,det,26,0.344,,,,,
2020,17,gb,30,0.28,,,,,
2020,17,ten,56,0.345,,,,,
2020,17,hou,34,0.341,,,,,
2020,17,ind,32,0.333,,,,,
2020,17,jax,29,0.229,,,,,
2020,17,kc,39,0.394,,,,,
2020,17,lar,36,0.2,,,,,
2020,17,lv,37,0.049,,,,,
2020,17,mia,31,0.133,,,,,
2020,17,min,36,0.395,,,,,
2020,17,ne,25,0.176,,,,,
2020,17,no,26,0.176,,,,,
2020,17,nyg,26,0.333,,,,,
2020,17,nyj,45,0.297,,,,,
2020,17,phi,27,0.167,,,,,
2020,17,ari,20,0.355,,,,,
2020,17,pit,42,0.133,,,,,
2020,17,lac,21,0.441,,,,,
2020,17,sf,47,0.125,,,,,
2020,17,sea,44,0.263,,,,,
2020,17,tb,42,0.167,,,,,
2020,17,wsh,43,0.143,,,,,
2021,1,atl,34,0.263,,,,,
2021,1,bal,43,0.364,,,,,
2021,1,buf,23,0.167,,,,,
2021,1,car,44,0.278,,,,,
2021,1,chi,42,0.14,,,,,
2021,1,cin,42,0.281,,,,,
2021,1,clv,33,0.267,,,,,
2021,1,dal,47,0.288,,,,,
2021,1,den,43,0.342,,,,,
2021,1,det,32,0.133,,,,,
2021,1,gb,28,0.189,,,,,
2021,1,ten,26,0.071,,,,,
2021,1,hou,47,0.324,,,,,
2021,1,ind,31,0.171,,,,,
2021,1,jax,24,0.192,,,,,
2021,1,kc,43,0.289,,,,,
2021,1,lar,21,0.296,,,,,
2021,1,lv,51,0.051,,,,,
2021,1,mia,35,0.345,,,,,
2021,1,min,23,0.132,,,,,
2021,1,ne,35,0.225,,,,,
2021,1,no,33,0.429,,,,,
2021,1,nyg,32,0.179,,,,,
2021,1,nyj,49,0.186,,,,,
2021,1,phi,16,0.139,,,,,
2021,1,ari,27,0.235,,,,,
2021,1,pit,27,0.265,,,,,
2021,1,lac,29,0.286,,,,,
2021,1,sf,49,0.519,,,,,
2021,1,sea,30,0.423,,,,,
2021,1,tb,43,0.12,,,,,
2021,1,wsh,31,0.364,,,,,
2021,2,atl,47,0.204,,,,,
2021,2,bal,50,0.37,,,,,
2021,2,buf,38,0.382,,,,,
2021,2,car,53,0.2,,,,,
2021,2,chi,25,0.222,,,,,
2021,2,cin,23,0.2,,,,,
2021,2,clv,41,0.304,,,,,
2021,2,dal,44,0.276,,,,,
2021,2,den,31,0.432,,,,,
2021,2,det,33,0.189,,,,,
2021,2,gb,37,0.4,,,,,
2021,2,ten,43,0.302,,,,,
2021,2,hou,26,0.267,,,,,
2021,2,ind,28,0.231,,,,,
2021,2,jax,25,0.265,,,,,
2021,2,kc,40,0.323,,,,,
2021,2,lar,37,0.355,,,,,
2021,2,lv,44,0.103,,,,,
2021,2,mia,35,0.1,,,,,
2021,2,min,35,0.242,,,,,
2021,2,ne,27,0.364,,,,,
2021,2,no,23,0.115,,,,,
2021,2,nyg,21,0.278,,,,,
2021,2,nyj,40,0.324,,,,,
2021,2,phi,25,0.423,,,,,
2021,2,ari,23,0.385,,,,,
2021,2,pit,24,0.119,,,,,
2021,2,lac,37,0.326,,,,,
2021,2,sf,58,0.367,,,,,
2021,2,sea,23,0.235,,,,,
2021,2,tb,44,0.333,,,,,
2021,2,wsh,39,0.319,,,,,
2021,3,atl,44,0.333,,,,,
2021,3,bal,39,0.286,,,,,
2021,3,buf,40,0.318,,,,,
2021,3,car,40,0.351,,,,,
2021,3,chi,11,0.276,,,,,
2021,3,cin,15,0.056,,,,,
2021,3,clv,46,0.25,,,,,
2021,3,dal,46,0.3,,,,,
2021,3,den,42,0.333,,,,,
2021,3,det,32,0.242,,,,,
2021,3,gb,30,0.088,,,,,
2021,3,ten,52,0.321,,,,,
2021,3,hou,18,0.125,,,,,
2021,3,ind,40,0.205,,,,,
2021,3,jax,23,0.243,,,,,
2021,3,kc,58,0.261,,,,,
2021,3,lar,26,0.128,,,,,
2021,3,lv,57,0.087,,,,,
2021,3,mia,27,0.216,,,,,
2021,3,min,36,0.205,,,,,
2021,3,ne,36,0.113,,,,,
2021,3,no,27,0.292,,,,,
2021,3,nyg,20,0.297,,,,,
2021,3,nyj,39,0.15,,,,,
2021,3,phi,17,0.268,,,,,
2021,3,ari,31,0.412,,,,,
2021,3,pit,30,0.081,,,,,
2021,3,lac,32,0.282,,,,,
2021,3,sf,60,0.318,,,,,
2021,3,sea,29,0.206,,,,,
2021,3,tb,39,0.155,,,,,
2021,3,wsh,24,0.24,,,,,
2021,4,atl,42,0.256,,,,,
2021,4,bal,40,0.4,,,,,
2021,4,buf,36,0.313,,,,,
2021,4,car,46,0.205,,,,,
2021,4,chi,20,0.389,,,,,
2021,4,cin,28,0.273,,,,,
2021,4,clv,57,0.25,,,,,
2021,4,dal,33,0.318,,,,,
2021,4,den,29,0.238,,,,,
2021,4,det,32,0.167,,,,,
2021,4,gb,35,0.179,,,,,
2021,4,ten,50,0.196,,,,,
2021,4,hou,19,0.167,,,,,
2021,4,ind,41,0.176,,,,,
2021,4,jax,31,0.32,,,,,
2021,4,kc,49,0.419,,,,,
2021,4,lar,32,0.171,,,,,
2021,4,lv,30,0.184,,,,,
2021,4,mia,24,0.152,,,,,
2021,4,min,30,0.2,,,,,
2021,4,ne,38,0.261,,,,,
2021,4,no,46,0.269,,,,,
2021,4,nyg,11,0.325,,,,,
2021,4,nyj,45,0.343,,,,,
2021,4,phi,22,0.294,,,,,
2021,4,ari,26,0.257,,,,,
2021,4,pit,29,0.214,,,,,
2021,4,lac,28,0.268,,,,,
2021,4,sf,54,0.302,,,,,
2021,4,sea,26,0.385,,,,,
2021,4,tb,42,0.227,,,,,
2021,4,wsh,36,0.529,,,,,
2021,5,atl,50,0.413,,,,,
2021,5,bal,31,0.178,,,,,
2021,5,buf,34,0.423,,,,,
2021,5,car,44,0.2,,,,,
2021,5,chi,31,0.261,,,,,
2021,5,cin,32,0.22,,,,,
2021,5,clv,37,0.152,,,,,
2021,5,dal,33,0.229,,,,,
2021,5,den,25,0.1,,,,,
2021,5,det,30,0.256,,,,,
2021,5,gb,46,0.293,,,,,
2021,5,ten,45,0.36,,,,,
2021,5,hou,31,0.219,,,,,
2021,5,ind,31,0.405,,,,,
2021,5,jax,31,0.286,,,,,
2021,5,kc,49,0.214,,,,,
2021,5,lar,37,0.132,,,,,
2021,5,lv,33,0.184,,,,,
2021,5,mia,29,0.167,,,,,
2021,5,min,36,0.278,,,,,
2021,5,ne,48,0.355,,,,,
2021,5,no,25,0.25,,,,,
2021,5,nyg,29,0.154,,,,,
2021,5,nyj,38,0.412,,,,,
2021,5,phi,25,0.256,,,,,
2021,5,ari,26,394,,,,,
2021,5,pit,32,0.115,,,,,
2021,5,lac,19,0.289,,,,,
2021,5,sf,48,0.258,,,,,
2021,5,sea,26,0.086,,,,,
2021,5,tb,43,0.261,,,,,
2021,5,wsh,49,0.349,,,,,
2021,6,bal,49,0.4,,,,,
2021,6,buf,21,0.38,,,,,
2021,6,car,45,0.156,,,,,
2021,6,chi,29,0.258,,,,,
2021,6,cin,32,0.344,,,,,
2021,6,clv,32,0.139,,,,,
2021,6,dal,30,0.255,,,,,
2021,6,den,27,0.148,,,,,
2021,6,det,25,0.07,,,,,
2021,6,gb,35,0.346,,,,,
2021,6,ten,42,0.31,,,,,
2021,6,hou,27,0.244,,,,,
2021,6,ind,22,0.545,,,,,
2021,6,jax,31,0.279,,,,,
2021,6,kc,52,0.2,,,,,
2021,6,lar,36,0.281,,,,,
2021,6,lv,27,0.31,,,,,
2021,6,mia,40,0.375,,,,,
2021,6,min,39,0.208,,,,,
2021,6,ne,35,0.261,,,,,
2021,6,nyg,20,0.218,,,,,
2021,6,phi,15,0.393,,,,,
2021,6,ari,25,0.281,,,,,
2021,6,pit,33,0.22,,,,,
2021,6,lac,26,0.317,,,,,
2021,6,sea,25,0.27,,,,,
2021,6,tb,49,0.286,,,,,
2021,6,wsh,34,0.333,,,,,
2021,7,atl,34,0.244,,,,,
2021,7,bal,42,0.255,,,,,
2021,7,car,18,0.244,,,,,
2021,7,chi,32,0.139,,,,,
2021,7,cin,36,0.128,,,,,
2021,7,clv,42,0.382,,,,,
2021,7,den,27,0.2,,,,,
2021,7,det,29,0.128,,,,,
2021,7,gb,29,0.368,,,,,
2021,7,ten,48,0.345,,,,,
2021,7,hou,18,0.176,,,,,
2021,7,ind,35,0.407,,,,,
2021,7,kc,27,0.073,,,,,
2021,7,lar,35,0.286,,,,,
2021,7,lv,30,0.265,,,,,
2021,7,mia,22,0.366,,,,,
2021,7,ne,47,0.381,,,,,
2021,7,no,17,0.297,,,,,
2021,7,nyg,37,0.472,,,,,
2021,7,nyj,36,0.068,,,,,
2021,7,phi,33,0.194,,,,,
2021,7,ari,29,0.438,,,,,
2021,7,sf,43,0.379,,,,,
2021,7,sea,28,0.296,,,,,
2021,7,tb,51,0.103,,,,,
2021,7,wsh,34,0.122,,,,,
2021,8,atl,35,0.267,,,,,
2021,8,buf,29,0.233,,,,,
2021,8,car,31,0.28,,,,,
2021,8,chi,34,0.258,,,,,
2021,8,cin,30,0.211,,,,,
2021,8,clv,39,0.229,,,,,
2021,8,dal,22,0.227,,,,,
2021,8,den,24,0.3,,,,,
2021,8,det,18,0.175,,,,,
2021,8,gb,50,0.342,,,,,
2021,8,ten,46,0.351,,,,,
2021,8,hou,11,0.136,,,,,
2021,8,ind,34,0.346,,,,,
2021,8,jax,18,0.218,,,,,
2021,8,kc,60,0.28,,,,,
2021,8,lar,43,0.343,,,,,
2021,8,mia,29,0.317,,,,,
2021,8,min,35,0.378,,,,,
2021,8,ne,35,0.25,,,,,
2021,8,no,30,0.25,,,,,
2021,8,nyg,25,0.333,,,,,
2021,8,nyj,49,0.196,,,,,
2021,8,phi,19,0.313,,,,,
2021,8,ari,28,0.229,,,,,
2021,8,pit,28,0.216,,,,,
2021,8,lac,22,0.132,,,,,
2021,8,sf,36,0.143,,,,,
2021,8,sea,29,0.259,,,,,
2021,8,tb,30,0.136,,,,,
2021,8,wsh,43,0.205,,,,,
2021,9,atl,38,0.281,,,,,
2021,9,bal,46,0.409,,,,,
2021,9,buf,27,0.255,,,,,
2021,9,car,39,0.235,,,,,
2021,9,chi,21,0.188,,,,,
2021,9,cin,39,0.213,,,,,
2021,9,clv,34,0.304,,,,,
2021,9,dal,23,0.122,,,,,
2021,9,den,41,0.313,,,,,
2021,9,gb,30,0.2,,,,,
2021,9,ten,30,0.367,,,,,
2021,9,hou,30,0.286,,,,,
2021,9,ind,32,0.484,,,,,
2021,9,jax,34,0.2,,,,,
2021,9,kc,53,0.211,,,,,
2021,9,lar,35,0.151,,,,,
2021,9,lv,33,0.149,,,,,
2021,9,mia,30,0.255,,,,,
2021,9,min,32,0.25,,,,,
2021,9,ne,35,0.3,,,,,
2021,9,no,23,0.227,,,,,
2021,9,nyg,29,0.304,,,,,
2021,9,nyj,45,0.13,,,,,
2021,9,phi,14,0.389,,,,,
2021,9,ari,38,0.379,,,,,
2021,9,pit,34,0.235,,,,,
2021,9,lac,26,0.263,,,,,
2021,9,sf,39,0.089,,,,,
2021,10,atl,25,0.345,,,,,
2021,10,bal,44,0.17,,,,,
2021,10,buf,19,0.567,,,,,
2021,10,car,39,0.121,,,,,
2021,10,clv,27,0.053,,,,,
2021,10,dal,53,0.229,,,,,
2021,10,den,21,0.081,,,,,
2021,10,det,33,0.31,,,,,
2021,10,gb,52,0.237,,,,,
2021,10,ten,36,0.172,,,,,
2021,10,ind,34,0.257,,,,,
2021,10,jax,24,0.158,,,,,
2021,10,kc,56,0.275,,,,,
2021,10,lar,17,0.136,,,,,
2021,10,lv,18,0.27,,,,,
2021,10,mia,40,0.35,,,,,
2021,10,min,34,0.282,,,,,
2021,10,ne,40,0.25,,,,,
2021,10,no,28,0.125,,,,,
2021,10,nyj,37,0.125,,,,,
2021,10,phi,25,0.28,,,,,
2021,10,ari,19,0.273,,,,,
2021,10,pit,42,0.14,,,,,
2021,10,lac,27,0.306,,,,,
2021,10,sf,53,0.05,,,,,
2021,10,sea,16,0.209,,,,,
2021,10,tb,30,0.206,,,,,
2021,10,wsh,51,0.432,,,,,
2021,11,atl,29,0.222,,,,,
2021,11,bal,53,0.19,,,,,
2021,11,buf,30,0.22,,,,,
2021,11,car,34,0.071,,,,,
2021,11,chi,33,0.243,,,,,
2021,11,cin,46,0.188,,,,,
2021,11,clv,46,0.333,,,,,
2021,11,dal,32,0.229,,,,,
2021,11,det,17,0.304,,,,,
2021,11,gb,27,0.286,,,,,
2021,11,ten,38,0.111,,,,,
2021,11,hou,30,0.25,,,,,
2021,11,ind,48,0.4,,,,,
2021,11,jax,14,0.25,,,,,
2021,11,kc,50,0.35,,,,,
2021,11,lv,25,0.172,,,,,
2021,11,mia,46,0.5,,,,,
2021,11,min,44,0.297,,,,,
2021,11,ne,29,0.276,,,,,
2021,11,no,22,0.2,,,,,
2021,11,nyg,28,0.317,,,,,
2021,11,nyj,46,0.171,,,,,
2021,11,phi,34,0.259,,,,,
2021,11,ari,32,0.326,,,,,
2021,11,pit,28,0.149,,,,,
2021,11,lac,29,0.209,,,,,
2021,11,sf,54,0.417,,,,,
2021,11,sea,24,0.2,,,,,
2021,11,tb,47,0.245,,,,,
2021,11,wsh,46,0.44,,,,,
2021,12,atl,43,0.167,,,,,
2021,12,bal,48,0.353,,,,,
2021,12,buf,37,0.467,,,,,
2021,12,car,25,0.139,,,,,
2021,12,chi,40,0.225,,,,,
2021,12,cin,43,0.222,,,,,
2021,12,clv,33,0.2,,,,,
2021,12,dal,35,0.083,,,,,
2021,12,den,35,0.239,,,,,
2021,12,det,25,0.192,,,,,
2021,12,gb,45,0.087,,,,,
2021,12,ten,33,0.217,,,,,
2021,12,hou,31,0.258,,,,,
2021,12,ind,31,0.404,,,,,
2021,12,jax,20,0.279,,,,,
2021,12,lar,21,0.171,,,,,
2021,12,lv,36,0.286,,,,,
2021,12,mia,57,0.424,,,,,
2021,12,min,31,0.265,,,,,
2021,12,ne,35,0.353,,,,,
2021,12,no,24,0.219,,,,,
2021,12,nyg,26,0.226,,,,,
2021,12,nyj,51,0.25,,,,,
2021,12,phi,22,0.219,,,,,
2021,12,pit,19,0.136,,,,,
2021,12,lac,20,0.106,,,,,
2021,12,sf,55,0.107,,,,,
2021,12,sea,23,0.333,,,,,
2021,12,tb,32,0.222,,,,,
2021,12,wsh,44,0.361,,,,,
2021,13,atl,41,0.196,,,,,
2021,13,bal,39,0.227,,,,,
2021,13,buf,27,0.25,,,,,
2021,13,chi,28,0.159,,,,,
2021,13,cin,31,0.174,,,,,
2021,13,dal,32,0.293,,,,,
2021,13,den,27,0.22,,,,,
2021,13,det,43,0.273,,,,,
2021,13,hou,16,0.323,,,,,
2021,13,ind,54,0.391,,,,,
2021,13,jax,19,0.167,,,,,
2021,13,kc,36,0.267,,,,,
2021,13,lar,40,0.256,,,,,
2021,13,lv,30,0.2,,,,,
2021,13,mia,48,0.372,,,,,
2021,13,min,35,0.386,,,,,
2021,13,ne,27,0.333,,,,,
2021,13,no,35,0.349,,,,,
2021,13,nyg,33,0.234,,,,,
2021,13,nyj,35,0.225,,,,,
2021,13,phi,37,0.296,,,,,
2021,13,ari,25,0.25,,,,,
2021,13,pit,22,0.313,,,,,
2021,13,lac,29,0.41,,,,,
2021,13,sf,47,0.258,,,,,
2021,13,sea,23,341,,,,,
2021,13,tb,28,0.137,,,,,
2021,13,wsh,42,0.387,,,,,
2021,14,atl,58,0.286,,,,,
2021,14,bal,24,0.087,,,,,
2021,14,buf,33,0.228,,,,,
2021,14,car,25,0.25,,,,,
2021,14,chi,18,0.143,,,,,
2021,14,cin,30,0.179,,,,,
2021,14,clv,42,0.375,,,,,
2021,14,dal,31,0.163,,,,,
2021,14,den,39,0.269,,,,,
2021,14,det,30,0.317,,,,,
2021,14,gb,49,0.325,,,,,
2021,14,ten,54,0.257,,,,,
2021,14,hou,34,0.235,,,,,
2021,14,jax,14,0.14,,,,,
2021,14,kc,45,0.333,,,,,
2021,14,lar,27,0.242,,,,,
2021,14,lv,22,0.122,,,,,
2021,14,min,30,0.194,,,,,
2021,14,no,27,0.333,,,,,
2021,14,nyg,23,0.179,,,,,
2021,14,nyj,39,0.111,,,,,
2021,14,ari,26,0.226,,,,,
2021,14,pit,20,0.178,,,,,
2021,14,lac,34,0.303,,,,,
2021,14,sf,60,0.261,,,,,
2021,14,sea,23,0.429,,,,,
2021,14,tb,43,0.104,,,,,
2021,14,wsh,30,0.231,,,,,
2021,15,atl,39,0.343,,,,,
2021,15,bal,30,0.171,,,,,
2021,15,buf,33,0.395,,,,,
2021,15,car,19,0.286,,,,,
2021,15,chi,27,0.119,,,,,
2021,15,cin,31,0.2,,,,,
2021,15,clv,31,0.2,,,,,
2021,15,dal,27,0.35,,,,,
2021,15,den,44,0.243,,,,,
2021,15,det,43,0.25,,,,,
2021,15,gb,33,0.382,,,,,
2021,15,ten,41,0.278,,,,,
2021,15,hou,24,0.161,,,,,
2021,15,ind,37,0.462,,,,,
2021,15,jax,26,0.22,,,,,
2021,15,kc,52,0.229,,,,,
2021,15,lar,31,0.333,,,,,
2021,15,lv,31,0.2,,,,,
2021,15,mia,48,0.571,,,,,
2021,15,min,28,0.214,,,,,
2021,15,ne,44,0.109,,,,,
2021,15,no,27,0.138,,,,,
2021,15,nyg,28,0.108,,,,,
2021,15,nyj,40,0.3,,,,,
2021,15,phi,44,0.552,,,,,
2021,15,ari,21,0.154,,,,,
2021,15,pit,26,0.179,,,,,
2021,15,lac,40,0.385,,,,,
2021,15,sf,50,0.417,,,,,
2021,15,sea,18,0.206,,,,,
2021,15,tb,29,0.115,,,,,
2021,15,wsh,31,0.333,,,,,
2021,16,atl,31,0.269,,,,,
2021,16,bal,16,0.171,,,,,
2021,16,buf,53,0.319,,,,,
2021,16,car,35,0.154,,,,,
2021,16,chi,35,0.231,,,,,
2021,16,cin,35,0.143,,,,,
2021,16,clv,39,0.244,,,,,
2021,16,dal,35,0.267,,,,,
2021,16,den,27,0.25,,,,,
2021,16,det,46,0.2,,,,,
2021,16,gb,36,0.206,,,,,
2021,16,ten,35,0.235,,,,,
2021,16,hou,29,0.214,,,,,
2021,16,ind,34,0.367,,,,,
2021,16,jax,42,0.35,,,,,
2021,16,kc,57,0.25,,,,,
2021,16,lar,47,0.324,,,,,
2021,16,lv,38,0.222,,,,,
2021,16,mia,40,0.276,,,,,
2021,16,min,33,0.171,,,,,
2021,16,ne,26,0.333,,,,,
2021,16,no,17,0.286,,,,,
2021,16,nyg,32,0.217,,,,,
2021,16,nyj,46,0.348,,,,,
2021,16,phi,34,0.433,,,,,
2021,16,ari,19,0.163,,,,,
2021,16,pit,12,0.2,,,,,
2021,16,lac,25,0.306,,,,,
2021,16,sf,40,0.189,,,,,
2021,16,sea,24,0.207,,,,,
2021,16,tb,42,0.194,,,,,
2021,16,wsh,32,0.162,,,,,
2021,17,atl,33,0.321,,,,,
2021,17,bal,29,0.135,,,,,
2021,17,buf,41,0.37,,,,,
2021,17,car,34,0.273,,,,,
2021,17,chi,41,0.316,,,,,
2021,17,cin,33,0.045,,,,,
2021,17,clv,35,0.106,,,,,
2021,17,dal,23,0.225,,,,,
2021,17,den,28,0.207,,,,,
2021,17,det,28,0.351,,,,,
2021,17,gb,42,0.286,,,,,
2021,17,ten,46,0.579,,,,,
2021,17,hou,19,0.114,,,,,
2021,17,ind,26,0.25,,,,,
2021,17,jax,32,0.276,,,,,
2021,17,kc,50,0.286,,,,,
2021,17,lar,38,0.306,,,,,
2021,17,lv,33,0.176,,,,,
2021,17,mia,33,0.395,,,,,
2021,17,min,21,0.146,,,,,
2021,17,ne,50,0.176,,,,,
2021,17,no,22,0.133,,,,,
2021,17,nyg,24,0.2,,,,,
2021,17,nyj,45,0.235,,,,,
2021,17,phi,36,0.481,,,,,
2021,17,ari,25,0.25,,,,,
2021,17,pit,32,0.188,,,,,
2021,17,lac,24,0.29,,,,,
2021,17,sf,49,0.333,,,,,
2021,17,sea,34,0.5,,,,,
2021,17,tb,40,0.137,,,,,
2021,17,wsh,40,0.256,,,,,
2021,18,atl,18,0.222,,,,,
2021,18,bal,37,0.2,,,,,
2021,18,buf,35,0.326,,,,,
2021,18,car,40,0.267,,,,,
2021,18,chi,46,0.182,,,,,
2021,18,cin,22,0.212,,,,,
2021,18,clv,42,0.24,,,,,
2021,18,dal,44,0.241,,,,,
2021,18,den,32,0.269,,,,,
2021,18,det,43,0.212,,,,,
2021,18,gb,37,0.231,,,,,
2021,18,ten,44,0.424,,,,,
2021,18,hou,23,0.286,,,,,
2021,18,ind,24,0.2,,,,,
2021,18,jax,42,0.273,,,,,
2021,18,kc,58,0.2,,,,,
2021,18,lar,40,0.189,,,,,
2021,18,lv,44,0.175,,,,,
2021,18,mia,49,0.478,,,,,
2021,18,min,25,0.36,,,,,
2021,18,ne,35,0.281,,,,,
2021,18,no,40,0.32,,,,,
2021,18,nyg,26,0.206,,,,,
2021,18,nyj,34,0.241,,,,,
2021,18,phi,43,0.27,,,,,
2021,18,ari,26,0.159,,,,,
2021,18,pit,37,0.156,,,,,
2021,18,lac,31,0.134,,,,,
2021,18,sf,55,0.139,,,,,
2021,18,sea,31,0.185,,,,,
2021,18,tb,35,0.075,,,,,
2021,18,wsh,48,0.333,,,,,
